angry,disgust,fear,happy,sad,surprise,neutral,score
0,0,0.045454545,0.840909091,0,0,0.113636364,75
0,0,0,0.894736842,0,0,0.105263158,85
0,0,0,0.857142857,0,0,0.142857143,80
0.1221311,0,0,0.5220534,0.2323155,0,0.1235,55
0,0,0,1,0,0,0,100
0,0,0,0.5,0.5,0,0,30
0.12341,0.14244,0.136787,0.54,0.0241,0.02244,0.010823,60
0,0,0,0.74466,0.2334,0,0.02194,55
0,0,0,0.7,0,0,0.3,80

0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.4,0.0,0.0,0.6
0.0,0.0,0.0,0.25,0.0,0.0,0.75
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.9310344827586207,0.0,0.0,0.06896551724137931
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.15384615384615385
0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.2727272727272727
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.6,0.0,0.0,0.4
0.0,0.0,0.125,0.75,0.0,0.0,0.125
0.0,0.0,0.1,0.4,0.0,0.0,0.5
0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.7894736842105263
0.0,0.0,0.0,0.35,0.0,0.0,0.65
0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.8421052631578947
0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
0.0,0.0,0.0,0.65,0.0,0.0,0.35
0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.18181818181818182
0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.4090909090909091
0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.5384615384615384
0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.38461538461538464
0.0,0.0,0.0,0.5,0.0,0.0,0.5
0.0,0.0,0.022222222222222223,0.5111111111111111,0.0,0.0,0.4666666666666667
0.0,0.0,0.0,0.8148148148148148,0.0,0.0,0.18518518518518517
